	Instantie	Datum uitspraak	Datum publicatie	Zaaknummer	Rechtsgebieden	Bijzondere kenmerken	Inhoudsindicatie	Vindplaatsen		Wetsverwijzingen	Formele relaties
355	Rechtbank Gelderland	12-10-2022	19-10-2022	405124	Personen- en familierecht	"Eerste aanleg - enkelvoudig
Op tegenspraak"	Verdeling woning en eenvoudige gemeenschap. Informele samenwoners. Onttrekking advocaat. Recht om conclusie van antwoord te nemen vervallen. Gebruiksvergoeding. Artikel 3:169 BW. Artikel 3:300 BW. Artikel 133 Rv. Artikel 128 Rv.	Rechtspraak.nl	Verrijkte uitspraak		
356	Rechtbank Gelderland	12-10-2022	19-10-2022	C/05/398651 / HA ZA 22-23	Civiel recht	"Eerste aanleg - enkelvoudig
Op tegenspraak"	eiser vermindert vordering tot nihil, intrekking vordering, proceskostenveroordeling op verzoek van verschenen gedaagde, verstek tegen niet verschenen gedaagde, artikel 246 lid 1 RV	Rechtspraak.nl	Verrijkte uitspraak		
357	Rechtbank Rotterdam	12-10-2022	19-10-2022	C/10/613676 / HA ZA 21-160	Ondernemingsrecht	Eerste aanleg - enkelvoudig	externe bestuurdersaansprakelijkheid wegens fraude met pgb's; vordering niet verjaard; schade gelijk aan ten onrechte verstrekte/ onjuist bestede pgb-gelden	Rechtspraak.nl	Verrijkte uitspraak		
358	Rechtbank Noord-Nederland	12-10-2022	12-10-2022	C/17/185233 KG ZA 22-144	Civiel recht	Kort geding	Zorgverzekeringsrecht. Machtigingsaanvragen. Reikwijdte beoordeling door Zilveren Kruis. Stepped care. Beoordeling in individuele gevallen	Rechtspraak.nl	Verrijkte uitspraak		
359	Rechtbank Gelderland	12-10-2022	19-10-2022	C/05/395596 / HA ZA 21-565	Goederenrecht	Eerste aanleg - enkelvoudig	Erfdienstbaarheid niet teniet gegaan door vermenging. Art. 753 Oud BW. Geen opheffing erfdienstbaarheid op de grond dat er geen gebruik van is gemaakt of dat bij het voortduren van de erfdienstbaarheid geen belang bestaat. Art. 5:78 BW. Art. 5:79 BW.	Rechtspraak.nl	Verrijkte uitspraak		
360	Rechtbank Rotterdam	12-10-2022	19-10-2022	FT EA 22/551 / FT EA 22/552	Insolventierecht	Eerste aanleg - enkelvoudig	Dwangakkoord afwijzen. Voorstel niet goed en betrouwbaar gedocumenteerd. Onduidelijke financiering. Niet het maximaal haalbare. Onvoldoende waarborgen.	Rechtspraak.nl	Verrijkte uitspraak	Faillissementswet 287a	
361	Rechtbank Gelderland	12-10-2022	19-10-2022	C/05/398260 / HA ZA 22-7	Civiel recht	"Eerste aanleg - enkelvoudig
Op tegenspraak"	Beroep op dwaling slaagt nu verkoper koper niet heeft geïnformeerd over ontbreken vergunning bijgebouw bij woning. Wijziging gevolgen overeenkomst. Herstelkosten komen voor vergoeding in aanmerking, waardeverdmindering wegens kleinere oppervlakte niet.	Rechtspraak.nl	Verrijkte uitspraak		
362	Rechtbank Gelderland	12-10-2022	19-10-2022	C/05/393015 / HA ZA 21-462	Verbintenissenrecht	"Eerste aanleg - enkelvoudig
Op tegenspraak"	Veilingkoop. Beroep op dwaling en non-conformiteit gebrekkige machine niet gehonoreerd. Verkoper komt als derde beroep toe op veilingvoorwaarden waarin vernietiging en ontbinding overeenkomst zijn uitgesloten en aansprakelijkheid verkoper is beperkt.	Rechtspraak.nl	Verrijkte uitspraak		
363	Rechtbank Limburg	12-10-2022	19-10-2022	C/03/272748 / HA ZA 20-17	Civiel recht	Eerste aanleg - enkelvoudig	Civiel recht. Bodemzaak. Gebreken bouw woning. Verwijzing naar HR 7 december 2001, NJ 2002/576. Als zich na het intreden van een schadeoorzaak waarvoor de benadeelde een ander aansprakelijk mag houden een tweede oorzaak voordoet, die eveneens geleid zou hebben tot de betreffende schade als die in werkelijkheid niet al zou zijn ontstaan, heeft dat geen invloed op de door de eerste gebeurtenis teweeggebrachte aansprakelijkheid. De eenmaal veroorzaakte schade is nu eenmaal veroorzaakt, en de aansprakelijkheid daarvoor is gevestigd. Latere gebeurtenissen kunnen daarin geen verandering meer brengen.	Rechtspraak.nl	Verrijkte uitspraak		Tussenuitspraak:  ECLI:NL:RBLIM:2022:1357
364	Rechtbank Overijssel	12-10-2022	19-10-2022	C/08/268529 / HA ZA 21-296	Personen- en familierecht	Eerste aanleg - enkelvoudig	Erfrecht. Artikel 4:223 lid 2 BW vaststelling omvang vorderingen op de nalatenschap; vorderingen in conventie en in reconventie. Eiseressen in conventie zijn de dochters van erflater. Gedaagde in conventie is de partner met wie erflater heeft samengewoond na het overlijden van zijn echtgenote. Erflater heeft bij testament over zijn nalatenschap beschikt. Daarin heeft hij zijn partner tot enig erfgenaam benoemd en heeft hij verschillende legaten (onder andere legaat sub c en een tweetrapslegaat) aan zijn beide dochters toebedeeld. De vorderingen in conventie en reconventie hangen grotendeels met elkaar samen. De vorderingen gaan over en weer over de waarde van de legaten en het vaststellen van de omvang van de nalatenschap.	Rechtspraak.nl	Verrijkte uitspraak		
365	Rechtbank Limburg	12-10-2022	19-10-2022	C/03/289474 / HA ZA 21-128	Civiel recht	Eerste aanleg - enkelvoudig	Civiel recht. Bodemzaak. Vereffenaar nalatenschap vordert uitkering uit levensverzekering terug bij derde, die de moeder is van de minderjarige erfgenamen. Vordering afgewezen omdat deze niet binnen de vervaltermijn is ingesteld. Beroep op vervalbeding is naar maatstaven van redelijkheid en billijkheid niet onaanvaardbaar.Quasi-legaat. Artikelen 4:126 BW, 4:127 BW, 4:128 BW, 4:216 BW.	Rechtspraak.nl	Verrijkte uitspraak		
366	Rechtbank Limburg	12-10-2022	19-10-2022	C/03/292394 / HA ZA 21-277	Civiel recht	Eerste aanleg - enkelvoudig	Bodemzaak: civielrechtVordering tot betaling van facturen voor ter beschikking gesteld bouwpersoneel toegewezen. De rechtbank oordeelt dat geen sprake is van een overeenkomst van aanneming van werk maar van een overeenkomst tot inlening van arbeidskrachten. Opdrachtgever is daarom verantwoordelijk voor de leiding over en het toezicht op het werk. De opdrachtnemer is niet aansprakelijk voor het vermeende gebrekkige werk van het bouwpersoneel omdat opdrachtgever geen toezicht op het werk heeft gehouden en niet (tussentijds) heeft aangestuurd.	Rechtspraak.nl	Verrijkte uitspraak		
367	Rechtbank Limburg	12-10-2022	19-10-2022	C/03/297476 / HA ZA 21-520	Civiel recht	Eerste aanleg - enkelvoudig	Aankoop beleggingspand. Ondanks dat (de makelaar van) verkoper de kopers onjuist heeft geïnformeerd, stranden de ingestelde vorderingen op grond van rechtsverwerking.	Rechtspraak.nl	Verrijkte uitspraak		
368	Rechtbank Limburg	12-10-2022	19-10-2022	C/03/297751 / HA ZA 21-545	Civiel recht	Eerste aanleg - enkelvoudig	Afwijzing van de gevorderde verklaring voor recht dat het RGA systeem niet is gerealiseerd conform de installatievoorschriften die daarvoor gelden en de vordering tot aanleg van een (grotere) concentrische buis van 80/125.	Rechtspraak.nl	Verrijkte uitspraak		Tussenuitspraak:  ECLI:NL:RBLIM:2022:480
369	Rechtbank Zeeland-West-Brabant	12-10-2022	19-10-2022	9816603 CV EXPL 22-1459	Civiel recht	Bodemzaak	Aanvankelijk een mondelinge behandeling bevolen. Ter voorbereiding aan (de gemachtigden van) partijen medegedeeld dat eerst aan de orde zal zijn de betekenis van artikelen 103 en 110 Rv. Nadien verwijzingsverzoek ontvangen. Zaak verwezen ogv 103, 2e zin.	Rechtspraak.nl	Verrijkte uitspraak		
370	Rechtbank Limburg	12-10-2022	19-10-2022	C/03/294548 / HA ZA 21-378	Civiel recht	Eerste aanleg - enkelvoudig	Burgerlijk recht. Handel. Overeenkomst van aanneming van werk (schilderwerk). Tussenvonnis. De rechtbank is ambtshalve bekend met de inmiddels genomen (openbare) beschikking in de procedure voorlopig deskundigenbericht tussen partijen. In die beschikking is door de rechtbank een voorlopig deskundigenbericht bevolen, een onafhankelijke deskundige benoemd en zijn vragen geformuleerd en door de rechtbank aan die deskundige ter beantwoording voorgelegd. Ook die procedure( voorlopig deskundigenbericht) gaat over het door gedaagde uitgevoerde schilderwerk. Het in die procedure te nemen deskundigenrapport is ook relevant in deze procedure. De rechtbank is voornemens om in afwachting van het reeds gelaste deskundigenbericht iedere verdere beslissing in deze zaak aan te houden. Partijen worden hierop in de gelegenheid gesteld om bij gelijktijdig te nemen akten, zich over dit voornemen van de rechtbank uit te laten.	Rechtspraak.nl	Verrijkte uitspraak		
371	Rechtbank Den Haag	12-10-2022	20-10-2022	C/09/622495 / HA ZA 21-1114	Civiel recht	Bodemzaak	Opposant heeft in opdracht van geopposeerde 1 werkzaamheden verricht ten behoeve van een game. De ontwikkeling van de game is gestopt wegens gebrek aan geld. De rechtbank oordeelt o.m. dat opposant geoppposeerde 1 toegang dient te verschaffen tot de game.	Rechtspraak.nl	Verrijkte uitspraak		
372	Rechtbank Zeeland-West-Brabant	12-10-2022	20-10-2022	389599_T12102022	Civiel recht	Bodemzaak	Tussenvonnis. Vordering uit hoofde van kredietovereenkomst. Borgstelling en pandrecht. Moet betaling RVO in mindering op hoofdsom? Niet expliciet gebleken dat ING gemachtigd is op eigen naam te incasseren. Akte overlegging stukken waaruit die last blijkt.	Rechtspraak.nl	Verrijkte uitspraak		
373	Rechtbank Zeeland-West-Brabant	12-10-2022	21-10-2022	C/02/393681 / HA ZA 22-21	Civiel recht	Bodemzaak	Financiële afwikkeling ex-samenwoners met samenlevingscontract. Samenlevingsovereenkomst na ontbinding stilzwijgend voortgezet. Gevolgen voor diverse verrekenposten van de man; kosten worden gerekend tot uitgaven ten behoeve van de gemeenschappelijke huishouding. Hypotheekrente woning door partijen in totaal voor 150% afgetrokken. Samenlevingsovereenkomst biedt geen grondslag voor een vergoedingsrecht van de vrouw. Ook geen vergoedingsrecht op grond van redelijkheid en billijkheid of ongerechtvaardigde verrijking.	Rechtspraak.nl	Verrijkte uitspraak		
374	Rechtbank Gelderland	12-10-2022	21-10-2022	C/05/373359 / HA ZA 20-419	Verbintenissenrecht	"Eerste aanleg - meervoudig
Op tegenspraak"	Financiële afwikkeling na beëindiging samenwerking in de afvalverwerking. Verrekening artikel 6:137 BW juncto 6:43 juncto 6:44 BW.	Rechtspraak.nl	Verrijkte uitspraak		
375	Rechtbank Overijssel	12-10-2022	21-10-2022	C/08/278084 / HA ZA 22-73	Insolventierecht	Eerste aanleg - enkelvoudig	In deze zaak ligt de vraag voor of gedaagde als enig bestuurder van het gefailleerde MKD B.V. op grond van artikel 2:248 BW aansprakelijk is voor het boedeltekort in het faillissement. Ter discussie staat onder meer of de boekhoudplicht is geschonden en wat de oorzaak is van het faillissement. De rechtbank zal tot het oordeel komen dat gedaagde aansprakelijk is.	Rechtspraak.nl	Verrijkte uitspraak		
376	Rechtbank Noord-Holland	12-10-2022	20-10-2022	9965689	Arbeidsrecht	Eerste aanleg - enkelvoudig	Geen billijke vergoeding na opzegging arbeidsovereenkomst met instemming UWV. Bedrijfseconomische omstandigheden en werkvermindering aannemelijk gemaakt. Verval arbeidsplaats noodzakelijk voor doelmatige bedrijfsvoering. Nevenvorderingen afgewezen.	"Rechtspraak.nl 
AR-Updates.nl 2022-1162"	Verrijkte uitspraak		
377	Rechtbank Oost-Brabant	12-10-2022	14-10-2022	C/01/382738 / FA RK 22-2432	Personen- en familierecht	Beschikking	Veroordeling van de Staat der Nederlanden tot het betalen van een schadevergoeding ter zake van de geleden immateriële en materiële schade na aansprakelijkstelling voor de ten onrechte verzochte en verleende zorgmachtiging op basis waarvan betrokkene 172 dagen zonder juridische titel bij de instelling heeft verbleven.	"Rechtspraak.nl 
PS-Updates.nl 2022-0652"	Verrijkte uitspraak	Wet verplichte geestelijke gezondheidszorg	
378	Rechtbank Noord-Holland	12-10-2022	24-10-2022	C/15/328338 / HA ZA 22-329	Civiel recht	Bodemzaak	Verzet. Na faillissement van één partij en schorsing van de procedure tegen die partij, ligt alleen de gestelde bestuurdersaansprakelijkheid voor. Onv onderbouwd is gesteld dat er sprake is van onrechtmatig handelen. Verstekvonnis wordt deels vernietigd.	Rechtspraak.nl	Verrijkte uitspraak		
379	Rechtbank Noord-Holland	12-10-2022	24-10-2022	C/15/324327 / HA ZA 22-57	Burgerlijk procesrecht	Eerste aanleg - enkelvoudig	Gevorderd verbod om woningen te bouwen die het uitzicht vanuit eisers woning belemmeren afgewezen. Nakoming van een overeenkomst? Onrechtmatige daad?	Rechtspraak.nl	Verrijkte uitspraak		
380	Rechtbank Noord-Holland	12-10-2022	24-10-2022	C/15/326660 / HA ZA 22-214	Verbintenissenrecht	Eerste aanleg - enkelvoudig	Geschil over de nakoming van een geldleningsovereenkomst. Partijen verschillen van mening over de vraag of de overeenkomst is aangegaan in persoon of op naam van de voormalige B.V. Ook oordeelt de rechtbank over de vraag of de verplichtingen uit de geldleningsovereenkomst zijn verjaard.	Rechtspraak.nl	Verrijkte uitspraak		
381	Rechtbank Den Haag	12-10-2022	18-10-2022	C/09/606204 / HA ZA 21-94	Verbintenissenrecht	"Bodemzaak
Eerste aanleg - enkelvoudig"	Overheidsaansprakelijkheid. Begaclaim, gebleken onschuld. Veroordelingen tot schadevergoeding en tot plaatsen rectificatie. Aanspraak op schadevergoeding in verband met waardeloos worden aandelen in vennootschap.	"Rechtspraak.nl 
PS-Updates.nl 2022-0658"	Verrijkte uitspraak		
382	Rechtbank Noord-Holland	12-10-2022	21-10-2022	C/15/332313 / FA RK 22/4530	Personen- en familierecht	Eerste aanleg - enkelvoudig	Rechtbank verleent zorgmachtiging voor de verzochte duur van 24 maanden. De rechtbank verwerpt daarbij het verzoek van de advocaat van betrokkene om de machtiging te verlenen voor een kortere duur. De rechtbank overweegt daartoe dat betrokkene lijdt aan blijvende stoornissen en dat hij niet of nauwelijks vooruitgang boekt (en soms een terugval). Daarom valt niet te verwachten dat de situatie van betrokkene binnen 24 maanden zodanig verbetert dat hij geen zorgmachtiging meer nodig zal hebben.	Rechtspraak.nl	Verrijkte uitspraak		
383	Rechtbank Overijssel	12-10-2022	24-10-2022	C/08/279517 / HA ZA 22-117	Civiel recht	"Eerste aanleg - enkelvoudig
Tussenuitspraak"	Tussenvonnis. Deze zaak betreft een geschil tussen ex-partners over enerzijds een geldlening waarvan het de vraag is of deze is kwijtgescholden. Anderzijds ligt in deze zaak de vraag voor of een verlaging van de verkoopprijs van het vakantiehuis van partijen ten laste van beide partijen dient te komen, terwijl over die verlaging tussen hen geen overeenstemming bestond.	Rechtspraak.nl	Verrijkte uitspraak		
384	Rechtbank Den Haag	12-10-2022	25-10-2022	C/09/613375 / HA ZA 21-534	Goederenrecht	"Bodemzaak
Eerste aanleg - enkelvoudig"	Geen grond voor opheffing of wijziging erfdienstbaarheid van weg. Vordering tot verwijdering drempels en verbod verhinderen gebruik weg toegewezen. Geen vestiging of verjaring erfdienstbaarheid tot hebben van elektriciteitskast, verwijdering toegewezen.	Rechtspraak.nl	Verrijkte uitspraak		
385	Rechtbank Noord-Holland	12-10-2022	25-10-2022	C/15/322911 / HA ZA 21-637	Civiel recht	Bodemzaak	Gedaagde heeft met vermogen van eisers gehandeld in cryptovaluta. Op enig moment zijn cryptorekeningen leeggehaald. Tekortkoming in nakoming overeenkomst van opdracht? Schending zorgplicht? Onrechtmatig handelen?	Rechtspraak.nl	Verrijkte uitspraak		
386	Rechtbank Gelderland	12-10-2022	25-10-2022	C/05/395646 / HZ ZA 21-374	Civiel recht	"Eerste aanleg - enkelvoudig
Op tegenspraak"	Bestuurdersaansprakelijkheid. Onbehoorlijk bestuur (o.a. schending art. 2:10 BW). Vermoeden dat onbehoorlijke taakvervulling belangrijke oorzaak is van faillissement (art. 2:248 lid 2 BW). Oplegging bestuursverbod (art. 106a Fw). Vrijwaring afgewezen.	Rechtspraak.nl	Verrijkte uitspraak		
387	Rechtbank Rotterdam	12-10-2022	26-10-2022	C/10/640568 / JE RK 22-1514 en C/10/642204 JE RK 22-1774	Personen- en familierecht	Beschikking	beschikking beëindiging van het ouderlijk gezag	Rechtspraak.nl	Verrijkte uitspraak		
388	Rechtbank Rotterdam	12-10-2022	26-10-2022	C/10/637945 / JE RK 22-1080 en C/10/640001 / JE RK 22-1422	Personen- en familierecht	Beschikking	beschikking beëindiging van het ouderlijk gezag	Rechtspraak.nl	Verrijkte uitspraak		
389	Rechtbank Noord-Nederland	12-10-2022	13-10-2022	211145	Civiel recht	"Op tegenspraak
Tussenuitspraak"	. Procesrecht; bewijslevering. Vlak voor het overlijden van erflaatster is een fors bedrag overgeboekt naar een vruchtgebruikrekening. Deze vruchtgebruikrekening is geopend op naam van erflaatster en gedaagde ter uitvoering van het vruchtgebruiktestament van de eerder overleden partner van erflaatster / vader van gedaagde. Erflaatster en gedaagde kunnen niet zelfstandig over het saldo beschikken. De executeur vordert medewerking aan vrijgave van het overgemaakte bedrag uit hoofde van onverschuldigde betaling/ongerechtvaardigde verrijking. Volgens hem bestond er een misverstand over dat het saldo moest worden aangezuiverd. Volgens gedaagde heeft erflaatster als goed katholiek met zichzelf in het reine willen komen en een oude schuld aan haar vader willen voldoen. Ook zij vordert medewerking aan vrijgave van het overgemaakte bedrag. De rechtbank geeft aan beide partijen (tegengestelde) bewijsopdrachten op grond van de hoofdregel van artikel 150 Rv.	"Rechtspraak.nl 
ERF-Updates.nl 2022-0282"	Verrijkte uitspraak		
390	Rechtbank Noord-Holland	12-10-2022	27-10-2022	9039707	Verbintenissenrecht	Bodemzaak	De vervoerder heeft zijn verweer dat de vertraging het gevolg is geweest van mondelinge ad hoc restricties van de luchtverkeersleiding niet met enige stukken onderbouwd. Buitengewone omstandigheden onvoldoende onderbouwd.	Rechtspraak.nl	Verrijkte uitspraak		
391	Rechtbank Noord-Holland	12-10-2022	27-10-2022	8784382	Verbintenissenrecht	Bodemzaak	De vervoerder betwist dat de passagiers met vlucht AY1305 zijn vervoerd, en voert aan dat de passagiers zijn omgeboekt naar de vluchten AY1145 van Helsinki naar Warschau en aansluitend L0269 van Warschau naar Amsterdam op 21 juli 2018.	Rechtspraak.nl	Verrijkte uitspraak		
392	Rechtbank Noord-Holland	12-10-2022	28-10-2022	9301161	Verbintenissenrecht	Bodemzaak	Naar het oordeel van de ktr heeft de vervoerder onvoldoende aangetoond en onderbouwd dat zowel de voorafgaande als de onderhavige vlucht vertraging hebben ondervonden vanwege een langere vluchtroute door de sluiting van het luchtruim boven Pakistan	Rechtspraak.nl	Verrijkte uitspraak		
